Unnamed: 0,ms_subclass,lot_frontage,lot_area,lot_shape,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,overall_qual_p2,overall_qual_p3,overallqual_grlivarea,gr_liv_area_p2,gr_liv_area_p3,ms_zoning_c (all),ms_zoning_fv,ms_zoning_rl,ms_zoning_rm,alley_None,alley_grvl,alley_pave,land_contour_bnk,land_contour_hls,land_contour_low,land_contour_lvl,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_inside,neighborhood_blmngtn,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_idotrr,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_noridge,neighborhood_nridght,neighborhood_nwames,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_swisu,neighborhood_timber,condition_1_artery,condition_1_feedr,condition_1_norm,condition_1_posn,condition_1_rrae,condition_1_rran,condition_2_norm,bldg_type_1fam,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1story,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_gable,roof_style_hip,roof_matl_compshg,exterior_1st_asbshng,exterior_1st_brkface,exterior_1st_cemntbd,exterior_1st_hdboard,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_stucco,exterior_1st_vinylsd,exterior_1st_wd sdng,exterior_1st_wdshing,exterior_2nd_asbshng,exterior_2nd_brkface,exterior_2nd_cmentbd,exterior_2nd_hdboard,exterior_2nd_metalsd,exterior_2nd_plywood,exterior_2nd_stucco,exterior_2nd_vinylsd,exterior_2nd_wd sdng,exterior_2nd_wd shng,mas_vnr_type_None,mas_vnr_type_brkface,mas_vnr_type_none,mas_vnr_type_stone,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,heating_gasa,heating_gasw,central_air_n,central_air_y,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_detchd,garage_type_no garage,misc_feature_None,misc_feature_shed,sale_type_cod,sale_type_new,sale_type_wd ,combined_sale_type,combined_house_style,combined_roof_style
934,20,81.0,13870,0,0,10,5,2006,2007,250.0,0,4,1,5,1,3,1152.0,5,0.0,590.0,1742.0,0,4,0,0,2042,1.0,0.0,2,0,3,1,0,7,1,3,2007.0,1,724.0,5,5,2,240,52,0,0,174,0,0,0,0,10,2007,455000,100,1000,20420,4169764,8514658088,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
935,60,92.0,10120,3,0,8,5,1994,1994,391.0,2,4,3,5,3,3,740.0,5,0.0,425.0,1165.0,0,4,1323,0,2526,1.0,0.0,2,1,4,1,2,7,1,5,1994.0,2,844.0,5,5,2,309,78,0,0,0,0,0,0,0,12,2006,290000,64,512,20208,6380676,16117587576,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
936,60,47.0,10820,1,0,7,5,1999,1999,0.0,2,4,3,5,1,3,342.0,5,0.0,646.0,988.0,0,4,885,0,1873,0.0,0.0,2,1,3,1,2,7,1,5,1999.0,2,597.0,5,5,2,202,123,0,0,0,0,0,0,0,3,2007,235500,49,343,13111,3508129,6570725617,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
937,50,60.0,9600,3,0,6,8,1900,2004,0.0,3,4,5,5,3,5,381.0,5,0.0,399.0,780.0,0,4,476,0,1416,0.0,1.0,1,0,3,1,2,7,0,0,1956.0,3,400.0,5,5,2,0,24,0,0,0,0,0,0,0,6,2006,156500,36,216,8496,2005056,2839159296,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
938,60,0.0,8121,0,0,6,5,2000,2000,0.0,3,4,3,5,3,6,0.0,5,0.0,953.0,953.0,0,4,711,0,1664,0.0,0.0,2,1,3,1,3,7,1,5,2000.0,2,460.0,5,5,2,100,40,0,0,0,0,0,0,0,1,2006,172400,36,216,9984,2768896,4607442944,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
939,20,95.0,11639,3,0,7,5,2007,2008,0.0,2,4,3,5,3,6,0.0,5,0.0,1428.0,1428.0,0,4,0,0,1428,0.0,0.0,2,0,3,1,2,7,0,0,2007.0,1,480.0,5,5,2,0,120,0,0,0,0,0,0,0,12,2008,182000,49,343,9996,2039184,2911954752,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
940,20,121.0,13758,0,0,9,5,2005,2006,430.0,0,4,1,5,1,3,1232.0,5,0.0,560.0,1792.0,0,4,0,0,1792,1.0,0.0,2,0,2,1,2,7,1,3,2005.0,2,925.0,5,5,2,204,49,0,0,0,0,0,0,0,3,2006,372397,81,729,16128,3211264,5754585088,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
941,60,0.0,9771,2,0,6,5,1995,2002,190.0,2,4,3,5,3,4,779.0,5,0.0,298.0,1077.0,0,4,1721,0,2814,0.0,1.0,2,1,4,1,2,7,1,5,1995.0,1,614.0,5,5,2,48,32,0,0,216,0,0,1,0,6,2008,260000,36,216,16884,7918596,22282929144,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
942,30,50.0,9000,3,0,5,4,1919,1950,0.0,3,4,5,5,3,6,0.0,5,0.0,610.0,610.0,0,0,0,0,819,0.0,0.0,1,0,2,1,2,7,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,2006,72000,25,125,4095,670761,549353259,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
943,190,60.0,10320,3,0,3,3,1915,1950,0.0,1,1,5,2,3,6,0.0,5,0.0,536.0,536.0,0,1,536,0,1344,0.0,0.0,2,0,3,2,3,7,0,0,0.0,0,0.0,0,0,0,42,0,204,0,0,0,0,0,0,5,2008,82375,9,27,4032,1806336,2427715584,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
944,80,0.0,10448,0,0,6,6,1972,1972,333.0,3,4,5,5,3,6,0.0,5,0.0,689.0,689.0,4,4,741,0,2119,0.0,0.0,2,1,3,1,3,7,1,5,1972.0,2,583.0,5,5,2,0,104,0,0,0,0,0,1,0,8,2009,158000,36,216,12714,4490161,9514651159,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
945,50,50.0,8635,3,0,5,5,1948,2001,0.0,3,4,5,5,3,2,336.0,2,41.0,295.0,672.0,4,4,213,0,1285,1.0,0.0,1,0,2,1,3,2,0,0,1948.0,3,240.0,5,5,2,0,0,0,0,0,0,0,3,0,1,2008,127000,25,125,6425,1651225,2121824125,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
946,20,83.0,11980,3,1,7,5,1987,1987,177.0,2,4,3,5,1,3,1433.0,5,0.0,0.0,1433.0,0,4,0,0,1433,1.0,0.0,1,1,1,1,2,7,2,5,1987.0,2,528.0,3,3,2,0,278,0,0,266,0,0,3,0,6,2010,270000,49,343,10031,2053489,2942649737,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
947,50,79.0,12327,0,1,8,8,1983,2009,0.0,2,4,3,5,1,3,1441.0,5,0.0,55.0,1496.0,0,4,636,0,2132,1.0,0.0,1,1,1,1,2,3,1,3,1983.0,1,612.0,3,5,2,349,40,0,0,0,0,0,0,0,9,2009,316600,64,512,17056,4545424,9690843968,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
948,80,124.0,11512,0,0,6,7,1959,2006,84.0,3,4,5,5,0,1,719.0,5,0.0,300.0,1019.0,2,4,0,0,1357,1.0,0.0,1,0,2,1,0,7,1,3,1959.0,2,312.0,5,5,2,0,0,0,0,163,0,0,1,0,5,2008,177000,36,216,8142,1841449,2498846293,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
949,20,90.0,14684,0,0,7,7,1990,1991,234.0,2,4,3,5,2,1,485.0,1,177.0,1496.0,2158.0,2,4,0,0,2196,0.0,0.0,2,0,3,1,2,7,1,5,1990.0,2,701.0,5,5,2,84,70,0,0,0,0,0,0,0,6,2009,271900,49,343,15372,4822416,10590025536,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
950,160,0.0,2665,3,0,5,6,1976,1976,0.0,3,4,3,5,2,6,0.0,5,0.0,264.0,264.0,4,4,688,0,1304,0.0,0.0,1,1,3,1,3,7,1,3,1976.0,1,336.0,5,5,2,141,24,0,0,0,0,0,0,0,6,2008,115000,25,125,6520,1700416,2217342464,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
951,70,50.0,5250,3,0,8,5,1872,1987,0.0,3,2,5,2,3,4,259.0,5,0.0,425.0,684.0,1,4,1215,205,2358,0.0,0.0,2,0,4,1,3,7,0,0,0.0,0,0.0,0,0,2,0,54,20,0,0,0,0,0,0,12,2008,122000,64,512,18864,5560164,13110866712,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
952,20,70.0,18044,0,0,8,5,1986,1986,0.0,2,4,3,5,3,6,0.0,5,0.0,279.0,279.0,2,4,0,0,2726,0.0,0.0,2,1,2,1,2,7,1,3,1986.0,1,691.0,3,3,2,216,64,169,0,0,228,1,0,0,8,2007,315000,64,512,21808,7431076,20257113176,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
953,60,79.0,9245,0,0,7,5,2006,2006,0.0,2,4,3,5,0,6,0.0,5,0.0,939.0,939.0,0,4,858,0,1797,0.0,0.0,2,1,3,1,2,7,0,0,2006.0,2,639.0,5,5,2,144,53,0,0,0,0,0,0,0,4,2007,213500,49,343,12579,3229209,5802888573,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
954,20,60.0,7200,3,0,5,7,1950,1950,0.0,3,4,0,0,3,0,0.0,5,0.0,0.0,0.0,4,1,0,0,1040,0.0,0.0,1,0,2,1,3,7,0,0,1950.0,3,625.0,5,5,2,0,0,0,0,0,0,0,0,0,6,2006,109500,25,125,5200,1081600,1124864000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
955,20,50.0,6000,3,0,5,5,1948,1950,0.0,3,4,5,5,3,1,104.0,1,169.0,516.0,789.0,0,4,0,0,789,0.0,0.0,1,0,2,1,3,7,0,0,1948.0,3,250.0,5,5,2,0,0,0,0,0,0,0,0,0,4,2008,115000,25,125,3945,622521,491169069,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
956,120,34.0,3628,3,0,7,5,2004,2004,0.0,2,4,3,5,3,6,0.0,5,0.0,1143.0,1143.0,0,4,0,0,1143,0.0,0.0,1,1,1,1,2,7,1,3,2004.0,2,588.0,5,5,2,0,191,0,0,0,0,0,0,0,5,2006,176400,49,343,8001,1306449,1493271207,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
957,20,0.0,9156,0,0,6,7,1968,1968,0.0,3,4,5,5,3,6,0.0,5,0.0,1489.0,1489.0,2,4,0,0,1489,0.0,0.0,2,0,3,1,2,7,1,3,1968.0,2,462.0,5,5,2,0,0,0,0,0,0,0,0,0,8,2009,185750,36,216,8934,2217121,3301293169,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
958,60,73.0,9066,0,0,8,5,1999,2000,320.0,2,4,3,5,2,3,668.0,5,0.0,336.0,1004.0,0,4,848,0,1852,0.0,0.0,2,1,3,1,2,7,2,5,1999.0,1,660.0,5,5,2,224,106,0,0,0,0,0,1,0,12,2008,230000,64,512,14816,3429904,6352182208,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
959,20,64.0,6410,3,0,4,5,1958,1958,0.0,3,4,5,5,3,6,0.0,5,0.0,960.0,960.0,0,4,0,0,960,0.0,0.0,1,0,3,1,3,7,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0,0,0,3,0,5,2010,90000,16,64,3840,921600,884736000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
961,85,54.0,7244,3,0,5,7,1970,1970,0.0,3,2,3,5,0,1,619.0,5,0.0,149.0,768.0,0,4,0,0,768,1.0,0.0,1,0,2,1,3,7,0,0,1987.0,3,624.0,5,5,2,104,0,0,0,0,0,0,0,0,4,2007,129500,25,125,3840,589824,452984832,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
962,20,72.0,10152,3,0,6,6,1956,1994,0.0,3,4,5,5,0,2,914.0,5,0.0,210.0,1124.0,0,4,0,0,1124,1.0,0.0,1,0,3,1,3,7,1,5,1956.0,1,353.0,5,5,2,0,211,180,0,142,0,0,0,0,5,2006,153000,36,216,6744,1263376,1420034624,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
963,160,30.0,3000,3,0,6,5,2009,2009,76.0,2,4,3,5,0,3,294.0,5,0.0,318.0,612.0,0,4,612,0,1224,0.0,0.0,2,1,2,1,2,7,0,0,2009.0,2,528.0,5,5,2,0,234,0,0,0,0,0,0,0,6,2009,173733,36,216,7344,1498176,1833767424,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
964,20,63.0,7500,3,0,6,5,2006,2007,0.0,3,4,3,5,3,6,0.0,5,0.0,1100.0,1100.0,0,4,0,0,1100,0.0,0.0,1,1,3,1,3,7,0,0,0.0,0,0.0,0,0,2,0,136,0,0,0,0,0,0,0,6,2007,146000,36,216,6600,1210000,1331000000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
965,50,120.0,17360,3,0,6,6,1949,1950,340.0,3,2,5,5,3,5,300.0,5,0.0,482.0,782.0,4,4,537,0,1556,0.0,0.0,2,0,3,1,3,7,1,3,1949.0,3,470.0,5,5,2,0,0,150,0,0,0,0,0,0,1,2010,172500,36,216,9336,2421136,3767287616,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
966,80,0.0,15957,0,1,6,6,1977,1977,0.0,3,4,3,5,1,3,1148.0,5,0.0,96.0,1244.0,4,4,0,0,1356,2.0,0.0,2,0,3,1,3,7,1,5,1977.0,1,528.0,5,5,2,1424,0,0,0,0,0,0,3,0,9,2007,188000,36,216,8136,1838736,2493326016,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
967,20,80.0,9600,3,0,6,8,1976,1976,0.0,3,4,3,5,1,1,978.0,5,0.0,284.0,1262.0,0,4,0,0,1262,0.0,1.0,2,0,3,1,3,7,1,5,1976.0,2,460.0,5,5,2,298,0,0,0,0,0,0,0,0,5,2007,181500,36,216,7572,1592644,2009916728,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
968,60,43.0,10667,1,0,7,6,1996,1996,0.0,2,4,3,5,0,3,385.0,0,344.0,70.0,799.0,0,4,834,0,1661,1.0,0.0,2,1,3,1,2,7,1,5,1996.0,2,550.0,5,5,2,158,61,0,0,0,0,0,0,0,4,2009,212000,49,343,11627,2758921,4582567781,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
