,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1042,50,rm,0.0,10320,pave,grvl,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,5,6,1915,1978,gable,compshg,hdboard,hdboard,none,0.0,ta,fa,brktil,ta,fa,no,unf,0.0,unf,0.0,880.0,880.0,gasa,gd,y,sbrkr,880,428,0,1308,0.0,0.0,2,0,2,1,ta,6,typ,0,None,detchd,1950.0,unf,2.0,400.0,fa,fa,y,0,0,117,0,0,0,None,None,None,0,4,2008,wd ,120000
1043,80,rl,61.0,9734,pave,None,ir1,lvl,allpub,inside,gtl,gilbert,rran,norm,1fam,slvl,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,glq,241.0,rec,113.0,30.0,384.0,gasa,ex,y,sbrkr,744,630,0,1374,0.0,0.0,2,1,3,1,gd,7,typ,0,None,builtin,2004.0,fin,2.0,400.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,5,2009,wd ,167000
1044,120,rl,43.0,3182,pave,None,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,14.0,gd,ta,pconc,gd,gd,no,glq,16.0,unf,0.0,1330.0,1346.0,gasa,ex,y,sbrkr,1504,0,0,1504,0.0,0.0,2,0,2,1,gd,7,typ,1,gd,attchd,2005.0,fin,2.0,437.0,ta,ta,y,156,20,0,0,0,0,None,None,None,0,5,2008,wd ,191000
1045,80,rl,56.0,8872,pave,None,ir1,hls,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,384.0,384.0,gasa,gd,y,sbrkr,754,630,0,1384,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1997.0,fin,2.0,390.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,3,2007,wd ,161500
1046,20,rl,70.0,12198,pave,None,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1955,1975,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,av,rec,780.0,unf,0.0,424.0,1204.0,gasa,ta,y,sbrkr,1411,0,0,1411,0.0,0.0,1,0,3,1,ta,7,typ,1,ta,attchd,1955.0,rfn,1.0,310.0,ta,ta,y,278,82,0,0,0,0,None,None,None,0,6,2007,cod,130000
1047,20,rl,80.0,8480,pave,None,reg,lvl,allpub,corner,gtl,sawyer,norm,norm,1fam,1story,5,6,1963,1963,hip,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,glq,630.0,unf,0.0,340.0,970.0,gasa,ta,y,sbrkr,970,0,0,970,1.0,0.0,1,0,2,1,ta,5,typ,0,None,detchd,1996.0,unf,2.0,624.0,ta,ta,y,0,24,0,0,192,0,None,None,None,0,7,2007,wd ,132500
1048,80,rl,0.0,10200,pave,None,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,slvl,5,8,1970,1970,hip,compshg,hdboard,hdboard,none,0.0,ta,gd,pconc,gd,ta,av,alq,704.0,unf,0.0,160.0,864.0,gasa,ex,y,sbrkr,904,0,0,904,0.0,0.0,1,0,3,1,gd,5,typ,0,None,2types,1979.0,unf,3.0,912.0,ta,ta,y,143,0,0,0,0,0,None,mnprv,None,0,6,2008,wd ,144000
1049,90,rl,0.0,9555,pave,None,ir1,lvl,allpub,culdsac,gtl,edwards,norm,norm,duplex,2story,5,6,1979,1979,gable,compshg,plywood,plywood,none,0.0,ta,ta,slab,None,None,no,None,0.0,unf,0.0,0.0,0.0,gasa,ta,y,sbrkr,1100,1133,0,2233,0.0,0.0,2,1,5,2,ta,11,typ,0,None,attchd,1979.0,fin,2.0,579.0,ta,gd,y,0,0,0,0,0,0,None,None,None,0,2,2007,wd ,141000
1050,20,rl,60.0,7200,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,4,8,1972,2006,gable,compshg,plywood,plywood,none,0.0,ta,gd,cblock,ta,ta,no,rec,385.0,unf,0.0,0.0,385.0,gasa,gd,y,sbrkr,875,0,0,875,0.0,0.0,1,0,3,1,gd,5,typ,0,None,detchd,1975.0,unf,2.0,728.0,ta,ta,y,352,0,0,0,0,0,None,None,None,0,10,2007,wd ,117000
1051,190,rm,60.0,6780,pave,None,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,2fmcon,1.5fin,6,8,1935,1982,gable,compshg,wd sdng,wd sdng,none,0.0,ta,fa,cblock,ta,ta,av,glq,490.0,unf,0.0,30.0,520.0,gasa,gd,n,sbrkr,520,0,234,754,1.0,0.0,1,0,2,1,ta,5,typ,0,None,no garage,0.0,None,0.0,0.0,None,None,n,53,0,0,0,0,0,None,None,None,0,6,2006,wd ,84500
1052,20,rl,0.0,53227,pave,None,ir1,low,allpub,culdsac,mod,clearcr,norm,norm,1fam,1story,4,6,1954,1994,flat,tar&grv,plywood,plywood,none,0.0,ta,ta,cblock,gd,ta,gd,blq,1116.0,unf,0.0,248.0,1364.0,gasa,ex,y,sbrkr,1663,0,0,1663,1.0,0.0,1,0,2,1,gd,6,min1,2,gd,attchd,1954.0,fin,2.0,529.0,ta,ta,y,224,137,0,0,0,0,None,None,None,0,3,2008,wd ,256000
1053,20,rl,70.0,9100,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1965,1965,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,blq,338.0,rec,466.0,121.0,925.0,gasa,ex,y,sbrkr,925,0,0,925,0.0,1.0,1,0,2,1,ta,5,typ,0,None,detchd,1965.0,unf,1.0,429.0,ta,ta,y,0,0,0,0,0,0,None,gdwo,None,0,7,2009,wd ,117500
1054,50,rl,130.0,9600,pave,None,ir1,hls,allpub,inside,gtl,crawfor,norm,norm,1fam,1.5fin,5,7,1940,1950,gable,compshg,metalsd,metalsd,none,0.0,gd,gd,brktil,ta,fa,no,rec,428.0,unf,0.0,300.0,728.0,gasa,ex,y,sbrkr,976,332,0,1308,1.0,0.0,1,1,2,1,ta,7,min2,2,ta,detchd,1940.0,unf,1.0,256.0,ta,ta,y,0,70,0,0,0,0,None,None,None,0,6,2009,wd ,160000
1055,20,rl,81.0,14175,pave,None,reg,bnk,allpub,inside,mod,sawyer,posa,norm,1fam,1story,5,5,1956,1998,hip,compshg,brkface,brkface,none,0.0,ta,ta,cblock,ta,ta,no,rec,386.0,alq,522.0,332.0,1240.0,gasa,gd,y,sbrkr,1375,0,0,1375,1.0,0.0,1,0,3,1,ta,6,typ,1,gd,attchd,1956.0,unf,1.0,323.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,12,2007,wd ,187000
1056,60,rl,110.0,14277,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,280.0,gd,ta,pconc,ex,ta,mn,glq,938.0,unf,0.0,379.0,1317.0,gasa,ex,y,sbrkr,1217,1168,0,2385,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2003.0,fin,3.0,818.0,ta,ta,y,192,228,0,0,0,0,None,None,None,0,1,2007,wd ,350000
1057,90,rl,60.0,9000,pave,None,reg,lvl,allpub,fr2,gtl,names,norm,norm,duplex,2story,5,5,1974,1974,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,gd,ta,mn,unf,0.0,unf,0.0,896.0,896.0,gasa,ta,y,sbrkr,896,896,0,1792,0.0,0.0,2,2,4,2,ta,8,typ,0,None,detchd,1982.0,unf,2.0,480.0,ta,ta,y,0,45,0,0,0,0,None,None,None,0,6,2008,wd ,133000
1058,20,rl,105.0,13693,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5,2007,2007,hip,compshg,vinylsd,vinylsd,stone,554.0,gd,ta,pconc,ex,ta,gd,glq,1728.0,blq,495.0,195.0,2418.0,gasa,ex,y,sbrkr,2464,0,0,2464,1.0,0.0,2,1,4,1,ex,9,typ,1,ex,attchd,2007.0,fin,3.0,650.0,ta,ta,y,358,78,0,0,0,0,None,None,None,0,8,2008,wd ,417500
1059,120,rl,51.0,3635,pave,None,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2007,2007,hip,compshg,vinylsd,vinylsd,brkface,130.0,gd,ta,pconc,gd,ta,no,alq,988.0,unf,0.0,398.0,1386.0,gasa,ex,y,sbrkr,1569,0,0,1569,0.0,1.0,2,0,1,1,gd,7,typ,1,ta,attchd,2007.0,rfn,3.0,660.0,ta,ta,y,143,20,0,0,0,0,None,None,None,0,5,2009,wd ,175900
1060,20,rl,84.0,10933,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,9,5,2009,2009,hip,compshg,vinylsd,vinylsd,stone,242.0,ex,ta,pconc,ex,ta,gd,glq,1021.0,unf,0.0,534.0,1555.0,gasa,ex,y,sbrkr,1680,0,0,1680,1.0,0.0,1,1,1,1,ex,8,typ,1,gd,attchd,2009.0,fin,3.0,1138.0,ta,ta,y,185,24,0,0,0,0,None,None,None,0,7,2009,new,323262
1061,20,rl,65.0,8450,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,glq,699.0,unf,0.0,638.0,1337.0,gasa,ex,y,sbrkr,1337,0,0,1337,1.0,0.0,2,0,3,1,gd,6,typ,0,None,attchd,2003.0,rfn,2.0,531.0,ta,ta,y,0,39,0,0,0,0,None,None,None,0,10,2007,wd ,185000
1062,30,rl,60.0,8550,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,8,1934,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,blq,574.0,unf,0.0,242.0,816.0,gasa,ex,y,sbrkr,816,0,0,816,1.0,0.0,1,0,2,1,ta,4,typ,1,fa,attchd,1949.0,unf,1.0,240.0,ta,ta,y,228,0,40,0,0,0,None,mnprv,None,0,7,2006,wd ,129800
1063,20,rl,95.0,12182,pave,None,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,226.0,gd,ta,pconc,gd,ta,mn,blq,1201.0,unf,0.0,340.0,1541.0,gasa,ex,y,sbrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2005.0,rfn,2.0,532.0,ta,ta,y,0,70,0,0,0,0,None,None,None,0,5,2010,new,220000
1064,50,rm,51.0,6120,pave,None,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,4,7,1935,1995,gable,compshg,asbshng,asbshng,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,884.0,884.0,gasa,ex,y,sbrkr,989,584,0,1573,0.0,0.0,1,0,3,1,gd,6,typ,0,None,detchd,1935.0,unf,1.0,240.0,ta,ta,y,0,0,54,0,120,0,None,None,None,0,7,2009,wd ,133000
1065,50,rl,60.0,10800,pave,None,reg,lvl,allpub,inside,gtl,names,artery,norm,1fam,1.5fin,4,7,1949,1996,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,832.0,832.0,gasa,ta,y,fusef,832,629,0,1461,0.0,0.0,2,0,4,1,ta,6,typ,0,None,detchd,1949.0,unf,1.0,384.0,ta,ta,y,0,204,0,0,0,0,None,None,None,0,8,2009,wd ,133500
1066,90,rl,0.0,12760,pave,None,ir1,lvl,allpub,inside,gtl,mitchel,norm,norm,duplex,1story,6,5,1976,1976,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1958.0,1958.0,gasa,ta,y,sbrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,ta,9,typ,0,None,2types,1976.0,unf,2.0,776.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,3,2010,conld,170000
1067,60,rl,0.0,7655,pave,None,ir1,lvl,allpub,culdsac,gtl,gilbert,norm,norm,1fam,2story,6,5,1993,1994,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,903.0,903.0,gasa,gd,y,sbrkr,910,732,0,1642,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1993.0,rfn,2.0,392.0,ta,ta,y,290,84,0,0,0,0,None,None,None,0,7,2007,wd ,168000
1068,70,rm,60.0,10560,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,6,7,1922,1994,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,fa,ta,no,rec,283.0,unf,0.0,455.0,738.0,gasa,ex,y,sbrkr,868,602,0,1470,0.0,0.0,1,1,2,1,ta,6,min1,0,None,detchd,1970.0,unf,2.0,624.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,6,2010,wd ,140750
1069,60,rl,60.0,7500,pave,None,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,1999,2003,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,938.0,938.0,gasa,ex,y,sbrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,ta,7,typ,1,ta,attchd,1999.0,fin,2.0,482.0,ta,ta,y,188,30,0,0,0,0,None,None,None,0,8,2007,wd ,204000
1070,60,rl,0.0,9505,pave,None,ir1,lvl,allpub,culdsac,gtl,gilbert,norm,norm,1fam,2story,7,5,2001,2001,gable,compshg,vinylsd,vinylsd,brkface,180.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,884.0,884.0,gasa,ex,y,sbrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,builtin,2001.0,fin,2.0,434.0,ta,ta,y,144,48,0,0,0,0,None,None,None,0,5,2010,wd ,222500
1071,85,rl,69.0,10205,pave,None,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,sfoyer,5,5,1962,1962,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,av,blq,784.0,unf,0.0,141.0,925.0,gasa,ta,y,sbrkr,999,0,0,999,1.0,0.0,1,0,3,1,ta,6,typ,0,None,attchd,1962.0,unf,1.0,300.0,ta,ta,y,150,72,0,0,0,0,None,None,None,0,5,2006,wd ,134500
1072,120,fv,45.0,4379,pave,None,ir1,lvl,allpub,fr2,gtl,somerst,norm,norm,twnhse,1story,8,5,2004,2004,gable,compshg,metalsd,metalsd,none,0.0,gd,ta,pconc,gd,ta,av,glq,851.0,unf,0.0,527.0,1378.0,gasa,ex,y,sbrkr,1378,0,0,1378,1.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2004.0,fin,2.0,540.0,ta,ta,y,160,56,0,0,0,0,None,None,None,0,7,2007,wd ,214000
1073,190,rm,65.0,7800,pave,None,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,2fmcon,1.5fin,5,7,1939,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,gd,ta,mn,rec,507.0,unf,0.0,286.0,793.0,gasa,ta,y,sbrkr,793,325,0,1118,1.0,0.0,1,0,3,1,ta,5,typ,1,gd,detchd,1939.0,unf,2.0,410.0,ta,ta,y,0,0,0,0,271,0,None,mnprv,None,0,5,2006,wd ,119900
1074,90,rl,92.0,12108,pave,None,reg,lvl,allpub,inside,gtl,edwards,norm,norm,duplex,1story,4,4,1955,1955,gable,compshg,vinylsd,vinylsd,brkface,270.0,ta,ta,cblock,ta,ta,no,alq,133.0,unf,0.0,1307.0,1440.0,gasa,ta,n,fusef,1440,0,0,1440,0.0,0.0,2,0,4,2,fa,8,typ,0,None,no garage,0.0,None,0.0,0.0,None,None,y,0,0,0,0,0,0,None,None,None,0,9,2008,wd ,118000
1075,20,rl,70.0,7000,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1960,2002,gable,compshg,wd sdng,wd sdng,brkface,45.0,ta,ta,cblock,ta,ta,no,rec,588.0,unf,0.0,422.0,1010.0,gasa,ex,y,sbrkr,1134,0,0,1134,0.0,0.0,1,0,2,1,ta,6,typ,0,None,attchd,1960.0,rfn,1.0,254.0,ta,ta,y,0,16,0,0,0,0,None,mnww,None,0,4,2007,wd ,135000
1076,50,rl,64.0,13053,pave,pave,reg,bnk,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1923,2000,gambrel,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,833.0,833.0,gasa,gd,y,sbrkr,1053,795,0,1848,0.0,0.0,1,1,4,1,gd,8,typ,1,gd,detchd,1922.0,unf,2.0,370.0,ta,ta,n,0,0,0,0,220,0,None,None,None,0,6,2008,wd ,207000
1077,50,rl,60.0,8400,pave,None,reg,bnk,allpub,inside,gtl,swisu,norm,norm,1fam,1.5fin,6,5,1925,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,pconc,ta,ta,no,rec,423.0,unf,0.0,758.0,1181.0,gasa,fa,y,sbrkr,1390,304,0,1694,0.0,0.0,2,0,4,1,ta,7,typ,1,gd,detchd,1925.0,unf,2.0,576.0,ta,ta,y,342,0,128,0,0,0,None,None,None,0,6,2008,wd ,136500
1078,20,rm,50.0,6000,pave,None,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1story,4,7,1954,2000,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,901.0,901.0,gasa,ex,y,sbrkr,901,0,0,901,0.0,0.0,1,0,2,1,ta,4,typ,0,None,detchd,1954.0,unf,1.0,281.0,fa,ta,y,0,0,0,0,0,0,None,None,None,0,8,2008,wd ,107900
1079,50,rm,0.0,6240,pave,None,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,5,1938,1950,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,brktil,ta,ta,no,lwq,52.0,unf,0.0,809.0,861.0,gasa,gd,y,sbrkr,861,548,0,1409,1.0,0.0,1,1,3,1,ta,6,typ,1,gd,detchd,1968.0,unf,2.0,528.0,ta,ta,y,225,0,84,0,0,0,None,None,None,0,3,2007,wd ,126000
1080,20,rl,141.0,31770,pave,None,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6,5,1960,1960,hip,compshg,brkface,plywood,stone,112.0,ta,ta,cblock,ta,gd,gd,blq,639.0,unf,0.0,441.0,1080.0,gasa,fa,y,sbrkr,1656,0,0,1656,1.0,0.0,1,0,3,1,ta,7,typ,2,gd,attchd,1960.0,fin,2.0,528.0,ta,ta,p,210,62,0,0,0,0,None,None,None,0,5,2010,wd ,215000
1081,60,rl,96.0,12474,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,10,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,272.0,ex,ta,pconc,ex,ta,av,glq,1280.0,unf,0.0,402.0,1682.0,gasa,ex,y,sbrkr,1742,590,0,2332,1.0,0.0,2,1,3,1,ex,9,typ,1,ex,builtin,2008.0,fin,3.0,846.0,ta,ta,y,196,134,0,0,0,0,None,None,None,0,8,2008,new,426000
1082,20,rl,80.0,9600,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1950,2007,gable,compshg,metalsd,metalsd,none,0.0,gd,ta,cblock,ta,ta,no,alq,607.0,unf,0.0,506.0,1113.0,gasa,gd,y,sbrkr,1113,0,0,1113,0.0,0.0,1,0,3,1,gd,5,typ,1,gd,attchd,1950.0,unf,1.0,264.0,ta,ta,y,0,80,120,0,0,0,None,None,None,0,7,2009,wd ,147000
1083,30,rl,64.0,8574,pave,None,reg,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1story,6,8,1916,2000,gable,compshg,stucco,stucco,none,0.0,gd,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,816.0,816.0,gasa,ex,y,sbrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,gd,6,typ,1,gd,detchd,1916.0,unf,2.0,440.0,ta,ta,y,0,0,180,0,0,0,None,None,None,0,10,2009,wd ,147500
1084,20,rl,104.0,14418,pave,None,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2007,2007,hip,compshg,vinylsd,vinylsd,brkface,480.0,ex,ta,pconc,ex,ta,gd,glq,1375.0,unf,0.0,575.0,1950.0,gasa,ex,y,sbrkr,1950,0,0,1950,1.0,0.0,2,0,2,1,ex,7,typ,1,gd,attchd,2007.0,fin,3.0,706.0,ta,ta,y,156,207,0,0,0,0,None,None,None,0,5,2008,wd ,383000
1085,20,rl,80.0,10400,pave,None,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,7,5,1988,1988,gable,compshg,wd sdng,wd sdng,brkface,102.0,ta,ta,cblock,gd,ta,av,glq,929.0,unf,0.0,916.0,1845.0,gasa,gd,y,sbrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,ta,6,typ,1,ta,attchd,1988.0,fin,2.0,604.0,ta,ta,y,197,39,0,0,0,0,None,None,None,0,6,2006,wd ,241500
1086,50,rl,63.0,15564,pave,None,reg,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1.5fin,6,6,1914,1995,gable,compshg,wd sdng,wd shng,none,0.0,ta,ta,brktil,gd,ta,no,unf,0.0,unf,0.0,676.0,676.0,gasa,ex,y,sbrkr,676,588,0,1264,0.0,0.0,1,0,3,1,ta,6,typ,0,None,detchd,1994.0,unf,2.0,400.0,ta,ta,y,424,0,0,0,0,0,None,None,shed,400,1,2008,wd ,147500
1087,60,rl,101.0,13543,pave,None,ir1,hls,allpub,corner,gtl,stonebr,norm,norm,1fam,2story,8,5,2005,2005,gable,compshg,vinylsd,vinylsd,stone,130.0,gd,ta,pconc,ex,ta,gd,glq,16.0,unf,0.0,1152.0,1168.0,gasa,ex,y,sbrkr,1168,1332,0,2500,0.0,0.0,3,1,5,1,ex,9,typ,1,gd,builtin,2005.0,fin,3.0,683.0,ta,ta,y,192,32,0,0,0,0,None,None,None,0,7,2008,wd ,355000
1088,45,rm,50.0,6130,pave,None,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5unf,5,6,1924,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,ta,no,alq,784.0,unf,0.0,0.0,784.0,gasa,gd,y,sbrkr,784,0,0,784,1.0,0.0,1,0,2,1,gd,5,typ,0,None,no garage,0.0,None,0.0,0.0,None,None,y,0,0,116,0,0,0,None,None,None,0,5,2008,wd ,109500
1089,30,rm,50.0,5925,pave,None,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1story,2,4,1940,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,brktil,None,None,no,None,0.0,unf,0.0,0.0,0.0,gasa,fa,n,fusea,612,0,0,612,0.0,0.0,1,0,1,1,ta,4,typ,0,None,detchd,1965.0,unf,1.0,308.0,ta,fa,n,0,0,25,0,0,0,None,None,None,0,10,2009,wd ,45000
1090,70,rl,0.0,24090,pave,None,reg,lvl,allpub,inside,gtl,clearcr,norm,norm,1fam,2story,7,7,1940,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,mn,unf,0.0,unf,0.0,1032.0,1032.0,gasa,ex,y,sbrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,ta,10,typ,2,ta,attchd,1940.0,unf,1.0,349.0,ta,ta,y,56,0,318,0,0,0,None,None,None,0,6,2010,cod,244400
1091,20,rl,80.0,9600,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5,1953,1953,hip,compshg,hdboard,hdboard,stone,238.0,ta,ta,cblock,ta,ta,no,glq,1285.0,unf,0.0,131.0,1416.0,gasa,ta,y,sbrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,ta,7,typ,2,gd,attchd,1953.0,fin,2.0,418.0,ta,ta,y,110,0,0,0,0,0,None,None,None,0,10,2009,wd ,167000
1092,60,rl,65.0,8158,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,brkface,214.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,860.0,860.0,gasa,ex,y,sbrkr,860,869,0,1729,0.0,0.0,2,1,3,1,gd,7,typ,0,None,attchd,2002.0,fin,2.0,542.0,ta,ta,y,386,63,0,0,0,0,None,None,None,0,8,2007,wd ,200000
1093,30,rl,50.0,5220,pave,None,ir1,lvl,allpub,inside,gtl,swisu,norm,norm,1fam,1story,5,3,1936,1950,gable,compshg,wd sdng,wd shng,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,830.0,830.0,gasa,gd,y,sbrkr,879,0,0,879,0.0,0.0,1,0,2,1,ta,4,typ,0,None,detchd,1936.0,unf,1.0,180.0,ta,ta,p,0,108,0,0,0,0,None,None,None,0,1,2006,wd ,80000
1094,20,rl,60.0,8172,pave,None,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5,7,1955,1990,hip,compshg,wdshing,plywood,none,0.0,ta,ta,cblock,ta,ta,no,rec,167.0,unf,0.0,697.0,864.0,gasa,ta,y,sbrkr,864,0,0,864,1.0,0.0,1,0,2,1,ta,5,typ,0,None,detchd,1957.0,unf,2.0,572.0,ta,ta,n,0,0,0,0,0,0,None,None,None,0,4,2006,wd ,115000
1095,20,rl,72.0,9000,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5,1956,1956,gable,compshg,wd sdng,wd sdng,brkface,74.0,ta,ta,cblock,gd,ta,no,lwq,616.0,unf,0.0,580.0,1196.0,gasa,gd,y,fusea,1196,0,0,1196,1.0,0.0,1,0,2,1,ta,6,typ,1,gd,attchd,1956.0,rfn,1.0,297.0,ta,ta,y,0,44,0,0,0,0,None,None,None,0,5,2008,wd ,139000
1096,60,rl,74.0,7844,pave,None,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,2story,6,7,1978,1978,hip,compshg,hdboard,hdboard,brkface,203.0,ta,ta,cblock,ta,ta,no,alq,209.0,unf,0.0,463.0,672.0,gasa,ta,y,sbrkr,672,728,0,1400,0.0,0.0,1,1,3,1,ta,6,typ,1,ta,attchd,1978.0,fin,2.0,440.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,3,2006,wd ,149500
